iter	RMSE
0	0.4075290782
1	0.4024349646
2	0.3974045275
3	0.3924369708
4	0.3875315086
5	0.3826873647
6	0.3779037725
7	0.3731799753
8	0.3685152256
9	0.3639087852
10	0.3593599253
11	0.3548679261
12	0.350432077
13	0.346051676
14	0.34172603
15	0.3374544545
16	0.3332362738
17	0.3290708203
18	0.324957435
19	0.320895467
20	0.3168842736
21	0.3129232201
22	0.3090116798
23	0.3051490337
24	0.3013346708
25	0.2975679873
26	0.2938483874
27	0.2901752825
28	0.2865480914
29	0.2829662402
30	0.2794291622
31	0.2759362976
32	0.2724870938
33	0.2690810051
34	0.2657174925
35	0.2623960238
36	0.2591160735
37	0.2558771225
38	0.2526786584
39	0.2495201751
40	0.2464011729
41	0.2433211582
42	0.2402796437
43	0.2372761481
44	0.2343101962
45	0.2313813187
46	0.2284890522
47	0.225632939
48	0.2228125272
49	0.2200273706
50	0.2172770284
51	0.2145610655
52	0.2118790521
53	0.2092305639
54	0.2066151818
55	0.204032492
56	0.2014820858
57	0.1989635597
58	0.1964765152
59	0.1940205587
60	0.1915953017
61	0.1892003604
62	0.1868353559
63	0.1844999139
64	0.1821936649
65	0.1799162441
66	0.177667291
67	0.1754464498
68	0.1732533692
69	0.171087702
70	0.1689491057
71	0.1668372419
72	0.1647517763
73	0.1626923791
74	0.1606587243
75	0.1586504902
76	0.1566673591
77	0.154709017
78	0.1527751543
79	0.1508654648
80	0.1489796465
81	0.1471174009
82	0.1452784334
83	0.1434624529
84	0.1416691722
85	0.1398983075
86	0.1381495787
87	0.1364227089
88	0.134717425
89	0.1330334572
90	0.1313705389
91	0.1297284072
92	0.1281068021
93	0.126505467
94	0.1249241487
95	0.1233625968
96	0.1218205643
97	0.1202978072
98	0.1187940846
99	0.1173091585
100	0.115842794
101	0.1143947591
102	0.1129648246
103	0.1115527642
104	0.1101583547
105	0.1087813752
106	0.107421608
107	0.1060788379
108	0.1047528524
109	0.1034434417
110	0.1021503987
111	0.1008735187
112	0.09961259967
113	0.09836744215
114	0.09713784911
115	0.09592362598
116	0.09472458063
117	0.09354052336
118	0.0923712668
119	0.09121662595
120	0.09007641811
121	0.08895046286
122	0.08783858206
123	0.08674059977
124	0.08565634226
125	0.08458563796
126	0.08352831747
127	0.08248421349
128	0.0814531608
129	0.08043499628
130	0.07942955881
131	0.07843668931
132	0.07745623068
133	0.07648802778
134	0.07553192742
135	0.07458777831
136	0.07365543107
137	0.07273473817
138	0.07182555393
139	0.07092773449
140	0.0700411378
141	0.06916562356
142	0.06830105325
143	0.06744729007
144	0.06660419894
145	0.06577164644
146	0.06494950084
147	0.06413763207
148	0.06333591166
149	0.06254421275
150	0.06176241008
151	0.06099037994
152	0.06022800018
153	0.05947515017
154	0.05873171078
155	0.05799756438
156	0.05727259482
157	0.05655668737
158	0.05584972877
159	0.05515160715
160	0.05446221205
161	0.05378143439
162	0.05310916645
163	0.05244530186
164	0.05178973558
165	0.05114236387
166	0.05050308431
167	0.04987179575
168	0.04924839829
169	0.04863279331
170	0.04802488338
171	0.04742457233
172	0.04683176517
173	0.04624636809
174	0.04566828848
175	0.04509743487
176	0.04453371692
177	0.04397704546
178	0.04342733238
179	0.04288449072
180	0.04234843457
181	0.04181907913
182	0.04129634064
183	0.04078013637
184	0.04027038466
185	0.03976700484
186	0.03926991728
187	0.0387790433
188	0.03829430525
189	0.03781562643
190	0.03734293109
191	0.03687614445
192	0.03641519264
193	0.03596000272
194	0.03551050268
195	0.03506662139
196	0.03462828862
197	0.034195435
198	0.03376799206
199	0.03334589215
200	0.03292906849
201	0.03251745513
202	0.03211098694
203	0.03170959959
204	0.03131322959
205	0.03092181422
206	0.03053529153
207	0.03015360038
208	0.02977668037
209	0.02940447186
210	0.02903691596
211	0.0286739545
212	0.02831553007
213	0.02796158594
214	0.02761206611
215	0.02726691527
216	0.02692607883
217	0.02658950284
218	0.02625713405
219	0.02592891987
220	0.02560480836
221	0.02528474825
222	0.0249686889
223	0.02465658028
224	0.02434837302
225	0.02404401836
226	0.02374346812
227	0.02344667477
228	0.02315359133
229	0.02286417143
230	0.02257836928
231	0.02229613966
232	0.02201743791
233	0.02174221994
234	0.02147044218
235	0.02120206165
236	0.02093703588
237	0.02067532292
238	0.02041688138
239	0.02016167036
240	0.01990964948
241	0.01966077886
242	0.01941501912
243	0.01917233138
244	0.01893267723
245	0.01869601876
246	0.01846231852
247	0.01823153954
248	0.01800364529
249	0.01777859972
250	0.01755636722
251	0.01733691263
252	0.01712020122
253	0.0169061987
254	0.01669487121
255	0.01648618532
256	0.016280108
257	0.01607660665
258	0.01587564906
259	0.01567720344
260	0.0154812384
261	0.01528772291
262	0.01509662637
263	0.01490791854
264	0.01472156956
265	0.01453754994
266	0.01435583056
267	0.01417638267
268	0.01399917789
269	0.01382418816
270	0.01365138581
271	0.01348074348
272	0.01331223419
273	0.01314583126
274	0.01298150836
275	0.01281923951
276	0.01265899901
277	0.01250076152
278	0.012344502
279	0.01219019572
280	0.01203781827
281	0.01188734554
282	0.01173875372
283	0.0115920193
284	0.01144711905
285	0.01130403006
286	0.01116272969
287	0.01102319556
288	0.01088540562
289	0.01074933804
290	0.01061497132
291	0.01048228417
292	0.01035125562
293	0.01022186492
294	0.01009409161
295	0.00996791546
296	0.009843316515
297	0.009720275057
298	0.009598771617
299	0.00947878697
300	0.009360302131
301	0.009243298353
302	0.009127757122
303	0.009013660156
304	0.008900989402
305	0.008789727033
306	0.008679855444
307	0.008571357249
308	0.008464215282
309	0.008358412589
310	0.00825393243
311	0.008150758273
312	0.008048873793
313	0.007948262869
314	0.007848909582
315	0.007750798211
316	0.007653913232
317	0.007558239315
318	0.007463761322
319	0.007370464304
320	0.007278333499
321	0.007187354329
322	0.007097512398
323	0.007008793492
324	0.006921183572
325	0.006834668776
326	0.006749235415
327	0.006664869971
328	0.006581559095
329	0.006499289606
330	0.006418048484
331	0.006337822877
332	0.00625860009
333	0.006180367588
334	0.006103112992
335	0.006026824078
336	0.005951488776
337	0.005877095165
338	0.005803631474
339	0.00573108608
340	0.005659447503
341	0.005588704408
342	0.005518845602
343	0.005449860031
344	0.005381736779
345	0.005314465069
346	0.005248034254
347	0.005182433825
348	0.005117653401
349	0.005053682733
350	0.004990511698
351	0.004928130301
352	0.004866528671
353	0.004805697062
354	0.004745625848
355	0.004686305524
356	0.004627726704
357	0.004569880119
358	0.004512756617
359	0.004456347158
360	0.004400642818
361	0.004345634782
362	0.004291314346
363	0.004237672916
364	0.004184702004
365	0.004132393228
366	0.004080738312
367	0.004029729082
368	0.003979357468
369	0.003929615499
370	0.003880495304
371	0.003831989112
372	0.003784089248
373	0.003736788131
374	0.003690078279
375	0.0036439523
376	0.003598402895
377	0.003553422859
378	0.003509005072
379	0.003465142508
380	0.003421828226
381	0.003379055373
382	0.00333681718
383	0.003295106965
384	0.003253918127
385	0.00321324415
386	0.003173078597
387	0.003133415114
388	0.003094247425
389	0.003055569331
390	0.003017374714
391	0.00297965753
392	0.00294241181
393	0.002905631662
394	0.002869311265
395	0.002833444874
396	0.002798026813
397	0.002763051477
398	0.002728513333
399	0.002694406916
400	0.002660726829
401	0.002627467743
402	0.002594624396
403	0.00256219159
404	0.002530164195
405	0.002498537142
406	0.002467305427
407	0.002436464109
408	0.002406008307
409	0.002375933203
410	0.002346234037
411	0.002316906111
412	0.002287944785
413	0.002259345474
414	0.002231103656
415	0.002203214859
416	0.002175674673
417	0.002148478739
418	0.002121622755
419	0.00209510247
420	0.002068913689
421	0.002043052267
422	0.002017514114
423	0.001992295187
424	0.001967391497
425	0.001942799102
426	0.001918514113
427	0.001894532687
428	0.001870851028
429	0.001847465389
430	0.001824372072
431	0.00180156742
432	0.001779047827
433	0.001756809729
434	0.001734849607
435	0.001713163987
436	0.001691749437
437	0.001670602568
438	0.001649720036
439	0.001629098535
440	0.001608734803
441	0.001588625618
442	0.001568767797
443	0.0015491582
444	0.001529793722
445	0.0015106713
446	0.001491787909
447	0.001473140559
448	0.001454726302
449	0.001436542223
450	0.001418585445
451	0.001400853127
452	0.001383342462
453	0.001366050681
454	0.001348975048
455	0.001332112859
456	0.001315461448
457	0.00129901818
458	0.001282780452
459	0.001266745696
460	0.001250911375
461	0.001235274983
462	0.001219834045
463	0.001204586119
464	0.001189528793
465	0.001174659682
466	0.001159976436
467	0.001145476731
468	0.001131158271
469	0.001117018793
470	0.001103056057
471	0.001089267857
472	0.001075652008
473	0.001062206358
474	0.001048928778
475	0.001035817168
476	0.001022869453
477	0.001010083585
478	0.0009974575401
479	0.0009849893206
480	0.000972676954
481	0.0009605184919
482	0.0009485120105
483	0.0009366556102
484	0.0009249474149
485	0.0009133855721
486	0.0009019682522
487	0.0008906936489
488	0.0008795599781
489	0.0008685654782
490	0.0008577084096
491	0.0008469870543
492	0.000836399716
493	0.0008259447194
494	0.0008156204102
495	0.000805425155
496	0.0007953573404
497	0.0007854153735
498	0.0007755976812
499	0.00076590271
500	0.000756328926
501	0.0007468748143
502	0.0007375388789
503	0.0007283196428
504	0.0007192156471
505	0.0007102254514
506	0.0007013476331
507	0.0006925807876
508	0.0006839235276
509	0.0006753744834
510	0.0006669323022
511	0.0006585956483
512	0.0006503632026
513	0.0006422336625
514	0.0006342057416
515	0.0006262781697
516	0.0006184496924
517	0.0006107190712
518	0.0006030850827
519	0.000595546519
520	0.0005881021874
521	0.00058075091
522	0.0005734915235
523	0.0005663228793
524	0.0005592438432
525	0.0005522532951
526	0.0005453501288
527	0.0005385332521
528	0.0005318015863
529	0.0005251540664
530	0.0005185896405
531	0.0005121072699
532	0.0005057059289
533	0.0004993846047
534	0.000493142297
535	0.0004869780182
536	0.0004808907929
537	0.0004748796579
538	0.0004689436621
539	0.0004630818662
540	0.0004572933428
541	0.000451577176
542	0.0004459324612
543	0.0004403583053
544	0.0004348538264
545	0.0004294181535
546	0.0004240504265
